"","Transect","X.3","X.2","RouteNumber","X.1","X","ref","Year","CountryNum","NumStops","Richness","ObsN","StartWind","RunType","FirstObs","Forest.cover","RouteName","Ecoregion_L1Code","Ecoregion_L1Name","space.time","Elevation","Richness_ALL"
"164","27015.2019",164,164,27015,91,91,27050,2019,840,7,2,1060105,0,1,1,0.45983397,"FORSYTH",8,"EASTERN TEMPERATE FORESTS",2,174,1
"165","27015.2019",165,165,27015,92,92,27032,2019,840,7,2,1060105,0,1,1,0.45983397,"FORSYTH",8,"EASTERN TEMPERATE FORESTS",2,174,1
"166","27016.2019",166,166,27016,93,93,27050,2019,840,5,7,1070350,1,1,1,0.701515977,"CREST",8,"EASTERN TEMPERATE FORESTS",2,176,5
"167","27024.2019",167,167,27024,94,94,27032,2019,840,9,2,1180099,0,0,1,0.392568203,"ATHENS",8,"EASTERN TEMPERATE FORESTS",2,175,2
"168","27024.2019",168,168,27024,95,95,27050,2019,840,9,2,1180099,0,0,1,0.392568203,"ATHENS",8,"EASTERN TEMPERATE FORESTS",2,175,2
"169","27024.2019",169,169,27024,96,96,27031,2019,840,9,2,1180099,0,0,1,0.392568203,"ATHENS",8,"EASTERN TEMPERATE FORESTS",2,175,2
"170","27026.2019",170,170,27026,97,97,27031,2019,840,6,3,1000480,1,1,1,0.54382525,"OAKMAN",8,"EASTERN TEMPERATE FORESTS",2,187,4
"171","27027.2019",171,171,27027,98,98,27031,2019,840,3,3,1150373,0,1,1,0.553134826,"CARTERSVILLE",8,"EASTERN TEMPERATE FORESTS",2,184,6
"172","27028.2019",172,172,27028,99,99,27050,2019,840,10,15,1090769,0,1,1,0.304874903,"HENDERSON",8,"EASTERN TEMPERATE FORESTS",2,179,8
"173","27030.2019",173,173,27030,100,100,27032,2019,840,8,1,1160380,0,1,1,0.40702995,"BALDWIN",8,"EASTERN TEMPERATE FORESTS",2,161.5,1
"174","27030.2019",174,174,27030,101,101,27031,2019,840,8,1,1160380,0,1,1,0.40702995,"BALDWIN",8,"EASTERN TEMPERATE FORESTS",2,161.5,1
"175","27031.2000",175,175,27031,332,74,27031,2000,840,4,3,1190506,0,1,2,0.636181202,"SILOAM",8,"EASTERN TEMPERATE FORESTS",1,178,5
"176","27031.2001",176,176,27031,333,75,27031,2001,840,4,1,1190506,0,1,1,0.607888936,"SILOAM",8,"EASTERN TEMPERATE FORESTS",1,178,3
"177","27031.2002",177,177,27031,334,76,27031,2002,840,4,3,1190506,0,1,1,0.582557489,"SILOAM",8,"EASTERN TEMPERATE FORESTS",1,178,3
"178","27031.2003",178,178,27031,335,77,27031,2003,840,5,2,1190506,1,1,1,0.555844327,"SILOAM",8,"EASTERN TEMPERATE FORESTS",1,178,3
"179","27031.2004",179,179,27031,336,78,27031,2004,840,5,3,1190506,0,1,1,0.546665789,"SILOAM",8,"EASTERN TEMPERATE FORESTS",1,178,5
"180","27031.2005",180,180,27031,337,79,27031,2005,840,5,3,1190506,0,1,1,0.53702668,"SILOAM",8,"EASTERN TEMPERATE FORESTS",1,178,5
"181","27031.2006",181,181,27031,338,80,27031,2006,840,5,5,1190506,0,1,1,0.518176136,"SILOAM",8,"EASTERN TEMPERATE FORESTS",1,178,5
"182","27031.2007",182,182,27031,339,81,27031,2007,840,5,8,1190506,0,1,1,0.511497845,"SILOAM",8,"EASTERN TEMPERATE FORESTS",1,178,8
"183","27031.2008",183,183,27031,340,82,27031,2008,840,5,4,1160380,0,1,2,0.471164918,"SILOAM",8,"EASTERN TEMPERATE FORESTS",1,178,7
"184","27031.2009",184,184,27031,341,83,27031,2009,840,6,2,1160380,0,1,1,0.465539362,"SILOAM",8,"EASTERN TEMPERATE FORESTS",1,178,4
"185","27031.2010",185,185,27031,342,84,27031,2010,840,6,5,1160380,1,1,1,0.437970852,"SILOAM",8,"EASTERN TEMPERATE FORESTS",1,178,7
"186","27031.2011",186,186,27031,343,85,27031,2011,840,6,2,1160380,0,1,1,0.437707669,"SILOAM",8,"EASTERN TEMPERATE FORESTS",1,178,4
"187","27031.2012",187,187,27031,344,86,27031,2012,840,4,1,1160380,0,1,1,0.47096753,"SILOAM",8,"EASTERN TEMPERATE FORESTS",1,178,7
"188","27031.2013",188,188,27031,345,87,27031,2013,840,4,1,1160380,0,1,1,0.482251538,"SILOAM",8,"EASTERN TEMPERATE FORESTS",1,178,6
"189","27031.2014",189,189,27031,346,88,27031,2014,840,4,1,1160380,2,0,1,0.448004737,"SILOAM",8,"EASTERN TEMPERATE FORESTS",1,178,4
"190","27031.2015",190,190,27031,347,89,27031,2015,840,4,0,1160380,0,1,1,0.42382472,"SILOAM",8,"EASTERN TEMPERATE FORESTS",1,178,5
"191","27031.2016",191,191,27031,348,90,27031,2016,840,5,2,1160380,0,1,1,0.411191894,"SILOAM",8,"EASTERN TEMPERATE FORESTS",1,178,6
"192","27031.2017",192,192,27031,349,91,27031,2017,840,5,1,1160380,0,1,1,0.388525183,"SILOAM",8,"EASTERN TEMPERATE FORESTS",1,178,5
"193","27031.2018",193,193,27031,350,92,27031,2018,840,5,1,1160380,0,1,1,0.388525183,"SILOAM",8,"EASTERN TEMPERATE FORESTS",1,178,4
"194","27031.2019",194,194,27031,351,93,27031,2019,840,5,0,1160380,0,1,1,0.370826068,"SILOAM",8,"EASTERN TEMPERATE FORESTS",1,178,3
"195","27032.2000",195,195,27032,352,94,27032,2000,840,6,4,1190499,1,1,1,0.667723928,"GROVETOWN",8,"EASTERN TEMPERATE FORESTS",1,178,5
"196","27032.2001",196,196,27032,353,95,27032,2001,840,6,2,1190499,2,1,1,0.658081705,"GROVETOWN",8,"EASTERN TEMPERATE FORESTS",1,178,5
"197","27032.2002",197,197,27032,354,96,27032,2002,840,6,2,1190499,2,1,1,0.631660746,"GROVETOWN",8,"EASTERN TEMPERATE FORESTS",1,178,4
"198","27032.2003",198,198,27032,355,97,27032,2003,840,6,1,1190499,2,1,1,0.62690307,"GROVETOWN",8,"EASTERN TEMPERATE FORESTS",1,178,1
"199","27032.2004",199,199,27032,356,98,27032,2004,840,6,2,1190499,1,1,1,0.580182695,"GROVETOWN",8,"EASTERN TEMPERATE FORESTS",1,178,5
"200","27032.2005",200,200,27032,357,99,27032,2005,840,6,0,1190499,0,1,1,0.572538696,"GROVETOWN",8,"EASTERN TEMPERATE FORESTS",1,178,3
"201","27032.2006",201,201,27032,358,100,27032,2006,840,6,1,1190499,2,1,1,0.545356509,"GROVETOWN",8,"EASTERN TEMPERATE FORESTS",1,178,2
"202","27032.2012",202,202,27032,359,101,27032,2012,840,6,0,1151092,0,1,1,0.489342806,"GROVETOWN",8,"EASTERN TEMPERATE FORESTS",1,178,5
"203","27032.2013",203,203,27032,360,102,27032,2013,840,7,1,1151092,1,1,1,0.481603654,"GROVETOWN",8,"EASTERN TEMPERATE FORESTS",1,178,1
"204","27032.2014",204,204,27032,361,103,27032,2014,840,7,1,1151092,0,1,1,0.479446841,"GROVETOWN",8,"EASTERN TEMPERATE FORESTS",1,178,2
"205","27032.2015",205,205,27032,362,104,27032,2015,840,7,1,1151092,0,1,1,0.468409033,"GROVETOWN",8,"EASTERN TEMPERATE FORESTS",1,178,1
"206","27032.2016",206,206,27032,363,105,27032,2016,840,8,2,1151092,2,1,1,0.459115707,"GROVETOWN",8,"EASTERN TEMPERATE FORESTS",1,178,2
"207","27032.2017",207,207,27032,364,106,27032,2017,840,8,2,1151092,2,1,1,0.456483126,"GROVETOWN",8,"EASTERN TEMPERATE FORESTS",1,178,3
"208","27032.2018",208,208,27032,365,107,27032,2018,840,8,3,1151092,0,1,1,0.451376554,"GROVETOWN",8,"EASTERN TEMPERATE FORESTS",1,178,3
"209","27032.2019",209,209,27032,366,108,27032,2019,840,9,1,1151092,0,1,1,0.439006597,"GROVETOWN",8,"EASTERN TEMPERATE FORESTS",1,178,1
"210","27035.2019",210,210,27035,102,102,27032,2019,840,6,3,1150935,0,1,1,0.596990078,"MACON",8,"EASTERN TEMPERATE FORESTS",2,176,3
"211","27035.2019",211,211,27035,103,103,27031,2019,840,6,3,1150935,0,1,1,0.596990078,"MACON",8,"EASTERN TEMPERATE FORESTS",2,176,3
"212","27035.2019",212,212,27035,104,104,27050,2019,840,6,3,1150935,0,1,1,0.596990078,"MACON",8,"EASTERN TEMPERATE FORESTS",2,176,3
"213","27038.2019",213,213,27038,105,105,27031,2019,840,7,15,1090769,0,1,1,0.565816808,"TAZEWELL",8,"EASTERN TEMPERATE FORESTS",2,180,8
"214","27038.2019",214,214,27038,106,106,27050,2019,840,7,15,1090769,0,1,1,0.565816808,"TAZEWELL",8,"EASTERN TEMPERATE FORESTS",2,180,8
"215","27044.2019",215,215,27044,107,107,27050,2019,840,8,6,981476,0,1,2,0.484751458,"STOCKBRIDGE",8,"EASTERN TEMPERATE FORESTS",2,176,4
"216","27044.2019",216,216,27044,108,108,27032,2019,840,8,6,981476,0,1,2,0.484751458,"STOCKBRIDGE",8,"EASTERN TEMPERATE FORESTS",2,176,4
"217","27044.2019",217,217,27044,109,109,27031,2019,840,8,6,981476,0,1,2,0.484751458,"STOCKBRIDGE",8,"EASTERN TEMPERATE FORESTS",2,176,4
"218","27045.2019",218,218,27045,110,110,27031,2019,840,6,7,1020555,0,1,1,0.60360026,"RUTLEDGE",8,"EASTERN TEMPERATE FORESTS",2,175.5,4
"219","27045.2019",219,219,27045,111,111,27032,2019,840,6,7,1020555,0,1,1,0.60360026,"RUTLEDGE",8,"EASTERN TEMPERATE FORESTS",2,175.5,4
"220","27045.2019",220,220,27045,112,112,27050,2019,840,6,7,1020555,0,1,1,0.60360026,"RUTLEDGE",8,"EASTERN TEMPERATE FORESTS",2,175.5,4
"221","27046.2019",221,221,27046,113,113,27050,2019,840,7,2,1060314,1,1,1,0.666490014,"JULIETTE",8,"EASTERN TEMPERATE FORESTS",2,176,2
"222","27046.2019",222,222,27046,114,114,27032,2019,840,7,2,1060314,1,1,1,0.666490014,"JULIETTE",8,"EASTERN TEMPERATE FORESTS",2,176,2
"223","27046.2019",223,223,27046,115,115,27031,2019,840,7,2,1060314,1,1,1,0.666490014,"JULIETTE",8,"EASTERN TEMPERATE FORESTS",2,176,2
"224","27048.2019",224,224,27048,116,116,27050,2019,840,6,9,990530,0,1,1,0.633888787,"DEEPSTEP",8,"EASTERN TEMPERATE FORESTS",2,178,6
"225","27048.2019",225,225,27048,117,117,27031,2019,840,6,9,990530,0,1,1,0.633888787,"DEEPSTEP",8,"EASTERN TEMPERATE FORESTS",2,178,6
"226","27048.2019",226,226,27048,118,118,27032,2019,840,6,9,990530,0,1,1,0.633888787,"DEEPSTEP",8,"EASTERN TEMPERATE FORESTS",2,178,6
"227","27050.2000",227,227,27050,367,109,27050,2000,840,3,7,1040549,1,1,1,0.689181055,"RENTZ",8,"EASTERN TEMPERATE FORESTS",1,178.5,9
"228","27050.2001",228,228,27050,368,110,27050,2001,840,3,7,1040549,0,1,1,0.671186441,"RENTZ",8,"EASTERN TEMPERATE FORESTS",1,178.5,8
"229","27050.2002",229,229,27050,369,111,27050,2002,840,3,6,1040549,1,1,1,0.670489466,"RENTZ",8,"EASTERN TEMPERATE FORESTS",1,178.5,9
"230","27050.2003",230,230,27050,370,112,27050,2003,840,3,9,1040549,1,1,1,0.658387454,"RENTZ",8,"EASTERN TEMPERATE FORESTS",1,178.5,11
"231","27050.2004",231,231,27050,371,113,27050,2004,840,3,7,1040549,1,1,1,0.602312688,"RENTZ",8,"EASTERN TEMPERATE FORESTS",1,178.5,10
"232","27050.2005",232,232,27050,372,114,27050,2005,840,5,6,1040549,2,0,1,0.534642801,"RENTZ",8,"EASTERN TEMPERATE FORESTS",1,178.5,7
"233","27050.2006",233,233,27050,373,115,27050,2006,840,5,12,1040549,0,1,1,0.520576588,"RENTZ",8,"EASTERN TEMPERATE FORESTS",1,178.5,9
"234","27050.2007",234,234,27050,374,116,27050,2007,840,5,12,1040549,1,1,1,0.512751465,"RENTZ",8,"EASTERN TEMPERATE FORESTS",1,178.5,8
"235","27050.2008",235,235,27050,375,117,27050,2008,840,5,9,1040549,0,1,1,0.51107239,"RENTZ",8,"EASTERN TEMPERATE FORESTS",1,178.5,9
"236","27050.2009",236,236,27050,376,118,27050,2009,840,6,5,1040549,1,1,1,0.467574846,"RENTZ",8,"EASTERN TEMPERATE FORESTS",1,178.5,5
"237","27050.2010",237,237,27050,377,119,27050,2010,840,9,11,1040549,2,1,1,0.347061619,"RENTZ",8,"EASTERN TEMPERATE FORESTS",1,178.5,5
"238","27050.2011",238,238,27050,378,120,27050,2011,840,9,11,1040549,0,1,1,0.344875653,"RENTZ",8,"EASTERN TEMPERATE FORESTS",1,178.5,8
"239","27050.2012",239,239,27050,379,121,27050,2012,840,6,4,1040549,0,1,1,0.373419927,"RENTZ",8,"EASTERN TEMPERATE FORESTS",1,178.5,5
"240","27050.2013",240,240,27050,380,122,27050,2013,840,6,12,1040549,0,1,1,0.372627911,"RENTZ",8,"EASTERN TEMPERATE FORESTS",1,178.5,6
"241","27050.2014",241,241,27050,381,123,27050,2014,840,6,8,1040549,2,1,1,0.360430857,"RENTZ",8,"EASTERN TEMPERATE FORESTS",1,178.5,5
"242","27050.2015",242,242,27050,382,124,27050,2015,840,7,11,1040549,0,1,1,0.312212894,"RENTZ",8,"EASTERN TEMPERATE FORESTS",1,178.5,6
"243","27050.2016",243,243,27050,383,125,27050,2016,840,7,9,1040549,0,1,1,0.307840963,"RENTZ",8,"EASTERN TEMPERATE FORESTS",1,178.5,7
"244","27050.2017",244,244,27050,384,126,27050,2017,840,7,9,1040549,1,1,1,0.300712815,"RENTZ",8,"EASTERN TEMPERATE FORESTS",1,178.5,6
"245","27050.2018",245,245,27050,385,127,27050,2018,840,7,12,1040549,0,1,1,0.296530968,"RENTZ",8,"EASTERN TEMPERATE FORESTS",1,178.5,6
"246","27050.2019",246,246,27050,386,128,27050,2019,840,8,15,1040549,0,1,1,0.285316015,"RENTZ",8,"EASTERN TEMPERATE FORESTS",1,178.5,8
"247","27053.2019",247,247,27053,119,119,27032,2019,840,8,8,981362,0,1,1,0.406403618,"WORKMORE",8,"EASTERN TEMPERATE FORESTS",2,179,5
"248","27053.2019",248,248,27053,120,120,27031,2019,840,8,8,981362,0,1,1,0.406403618,"WORKMORE",8,"EASTERN TEMPERATE FORESTS",2,179,5
"249","27053.2019",249,249,27053,121,121,27050,2019,840,8,8,981362,0,1,1,0.406403618,"WORKMORE",8,"EASTERN TEMPERATE FORESTS",2,179,5
"250","27057.2019",250,250,27057,122,122,25010,2019,840,3,3,990903,0,1,1,0.583705675,"BOSTON",8,"EASTERN TEMPERATE FORESTS",2,179,5
"251","27057.2019",251,251,27057,123,123,27050,2019,840,3,3,990903,0,1,1,0.583705675,"BOSTON",8,"EASTERN TEMPERATE FORESTS",2,179,5
"252","27102.2019",252,252,27102,124,124,27050,2019,840,6,2,1140719,0,1,1,0.518390623,"FOLKS",8,"EASTERN TEMPERATE FORESTS",2,179,3
"253","27102.2019",253,253,27102,125,125,25010,2019,840,6,2,1140719,0,1,1,0.518390623,"FOLKS",8,"EASTERN TEMPERATE FORESTS",2,179,3
"254","27117.2019",254,254,27117,126,126,27050,2019,840,10,5,1160118,3,1,1,0.337450276,"WARE CO",8,"EASTERN TEMPERATE FORESTS",2,179,4
"255","46003.2019",255,255,46003,127,127,88023,2019,840,8,4,1120068,0,1,1,0.682665466,"VINDEX",8,"EASTERN TEMPERATE FORESTS",2,166.5,3
"256","46047.2019",256,256,46047,128,128,88028,2019,840,6,22,1080582,0,1,1,0.489699583,"COKESBURY",8,"EASTERN TEMPERATE FORESTS",2,180,14
"257","46052.2019",257,257,46052,129,129,88023,2019,840,4,4,1120068,0,1,1,0.573345594,"STEYER",8,"EASTERN TEMPERATE FORESTS",2,177,5
"258","46123.2019",258,258,46123,130,130,88028,2019,840,7,8,1000177,0,1,1,0.465926558,"DAVIDSNVILLE",8,"EASTERN TEMPERATE FORESTS",2,176.25,5
"259","46126.2019",259,259,46126,131,131,88049,2019,840,8,9,1120365,1,1,1,0.598042055,"PR FREDERICK",8,"EASTERN TEMPERATE FORESTS",2,178.25,4
"260","46126.2019",260,260,46126,132,132,88028,2019,840,8,9,1120365,1,1,1,0.598042055,"PR FREDERICK",8,"EASTERN TEMPERATE FORESTS",2,178.25,4
"261","46126.2019",261,261,46126,133,133,88023,2019,840,8,9,1120365,1,1,1,0.598042055,"PR FREDERICK",8,"EASTERN TEMPERATE FORESTS",2,178.25,4
"262","46126.2019",262,262,46126,134,134,88025,2019,840,8,9,1120365,1,1,1,0.598042055,"PR FREDERICK",8,"EASTERN TEMPERATE FORESTS",2,178.25,4
"263","51015.2019",263,263,51015,135,135,2021,2019,840,5,2,1190737,1,1,1,0.77624807,"FOREST",8,"EASTERN TEMPERATE FORESTS",2,180,1
"264","51022.2019",264,264,51022,136,136,82015,2019,840,4,3,1190762,0,1,1,0.473081967,"TUPELO",8,"EASTERN TEMPERATE FORESTS",2,179,2
"265","51030.2019",265,265,51030,137,137,2021,2019,840,2,3,1000337,0,1,1,0.669519289,"BENNDALE",8,"EASTERN TEMPERATE FORESTS",2,179,4
"266","51030.2019",266,266,51030,138,138,2038,2019,840,2,3,1000337,0,1,1,0.669519289,"BENNDALE",8,"EASTERN TEMPERATE FORESTS",2,179,4
"267","51030.2019",267,267,51030,139,139,2066,2019,840,2,3,1000337,0,1,1,0.669519289,"BENNDALE",8,"EASTERN TEMPERATE FORESTS",2,179,4
"268","51113.2019",268,268,51113,140,140,2021,2019,840,4,6,1150496,1,1,1,0.525429047,"EMBRY",8,"EASTERN TEMPERATE FORESTS",2,182,3
"269","51229.2019",269,269,51229,141,141,2038,2019,840,8,5,1090611,1,1,1,0.527729958,"LATIMER",8,"EASTERN TEMPERATE FORESTS",2,179,4
"270","51229.2019",270,270,51229,142,142,2066,2019,840,8,5,1090611,1,1,1,0.527729958,"LATIMER",8,"EASTERN TEMPERATE FORESTS",2,179,4
"271","63010.2000",271,271,63010,387,129,63010,2000,840,7,14,1080098,0,1,1,0.563774301,"SPEED",8,"EASTERN TEMPERATE FORESTS",1,178.75,9
"272","63010.2001",272,272,63010,388,130,63010,2001,840,7,11,1080098,1,1,1,0.554322744,"SPEED",8,"EASTERN TEMPERATE FORESTS",1,178.75,8
"273","63010.2002",273,273,63010,389,131,63010,2002,840,7,16,1080098,1,1,1,0.544270586,"SPEED",8,"EASTERN TEMPERATE FORESTS",1,178.75,10
"274","63010.2003",274,274,63010,390,132,63010,2003,840,7,15,1080098,1,1,1,0.543448712,"SPEED",8,"EASTERN TEMPERATE FORESTS",1,178.75,10
"275","63010.2004",275,275,63010,391,133,63010,2004,840,7,17,1080098,1,1,1,0.540066382,"SPEED",8,"EASTERN TEMPERATE FORESTS",1,178.75,9
"276","63010.2005",276,276,63010,392,134,63010,2005,840,7,16,1080098,0,1,1,0.531910858,"SPEED",8,"EASTERN TEMPERATE FORESTS",1,178.75,8
"277","63010.2006",277,277,63010,393,135,63010,2006,840,7,10,1080098,1,1,1,0.527169275,"SPEED",8,"EASTERN TEMPERATE FORESTS",1,178.75,10
"278","63010.2007",278,278,63010,394,136,63010,2007,840,7,12,1080098,1,1,1,0.518792477,"SPEED",8,"EASTERN TEMPERATE FORESTS",1,178.75,8
"279","63010.2008",279,279,63010,395,137,63010,2008,840,7,19,1080098,1,1,1,0.511427217,"SPEED",8,"EASTERN TEMPERATE FORESTS",1,178.75,10
"280","63010.2009",280,280,63010,396,138,63010,2009,840,7,13,1080098,0,1,1,0.506780465,"SPEED",8,"EASTERN TEMPERATE FORESTS",1,178.75,6
"281","63010.2010",281,281,63010,397,139,63010,2010,840,7,8,1080098,1,1,1,0.504156788,"SPEED",8,"EASTERN TEMPERATE FORESTS",1,178.75,6
"282","63010.2011",282,282,63010,398,140,63010,2011,840,7,12,1080098,0,1,1,0.50026869,"SPEED",8,"EASTERN TEMPERATE FORESTS",1,178.75,10
"283","63010.2012",283,283,63010,399,141,63010,2012,840,7,18,1080098,0,1,1,0.524798483,"SPEED",8,"EASTERN TEMPERATE FORESTS",1,178.75,7
"284","63010.2013",284,284,63010,400,142,63010,2013,840,7,10,1080098,1,1,1,0.528402086,"SPEED",8,"EASTERN TEMPERATE FORESTS",1,178.75,7
"285","63010.2014",285,285,63010,401,143,63010,2014,840,7,13,1080098,1,1,1,0.526157737,"SPEED",8,"EASTERN TEMPERATE FORESTS",1,178.75,7
"286","63010.2015",286,286,63010,402,144,63010,2015,840,7,11,1080098,1,1,1,0.480923028,"SPEED",8,"EASTERN TEMPERATE FORESTS",1,178.75,5
"287","63010.2016",287,287,63010,403,145,63010,2016,840,7,16,1080098,1,1,1,0.441883989,"SPEED",8,"EASTERN TEMPERATE FORESTS",1,178.75,10
"288","63010.2017",288,288,63010,404,146,63010,2017,840,7,14,1080098,1,1,1,0.391085823,"SPEED",8,"EASTERN TEMPERATE FORESTS",1,178.75,11
"289","63010.2018",289,289,63010,405,147,63010,2018,840,7,11,1080098,1,1,1,0.382203256,"SPEED",8,"EASTERN TEMPERATE FORESTS",1,178.75,6
"290","63010.2019",290,290,63010,406,148,63010,2019,840,7,9,1080098,1,1,1,0.345440177,"SPEED",8,"EASTERN TEMPERATE FORESTS",1,178.75,8
"291","63014.2019",291,291,63014,143,143,88049,2019,840,7,5,1090351,0,1,1,0.498849408,"SAXAPAHAW",8,"EASTERN TEMPERATE FORESTS",2,175,5
"292","63014.2019",292,292,63014,144,144,88028,2019,840,7,5,1090351,0,1,1,0.498849408,"SAXAPAHAW",8,"EASTERN TEMPERATE FORESTS",2,175,5
"293","63014.2019",293,293,63014,145,145,88025,2019,840,7,5,1090351,0,1,1,0.498849408,"SAXAPAHAW",8,"EASTERN TEMPERATE FORESTS",2,175,5
"294","63014.2019",294,294,63014,146,146,63010,2019,840,7,5,1090351,0,1,1,0.498849408,"SAXAPAHAW",8,"EASTERN TEMPERATE FORESTS",2,175,5
"295","63020.2019",295,295,63020,147,147,27032,2019,840,8,7,1041039,0,1,1,0.417053384,"BREVARD",8,"EASTERN TEMPERATE FORESTS",2,135,5
"296","63020.2019",296,296,63020,148,148,27031,2019,840,8,7,1041039,0,1,1,0.417053384,"BREVARD",8,"EASTERN TEMPERATE FORESTS",2,135,5
"297","63205.2019",297,297,63205,149,149,63010,2019,840,10,6,990354,1,1,1,0.447259817,"MONTAGUE",8,"EASTERN TEMPERATE FORESTS",2,179.75,5
"298","63206.2019",298,298,63206,150,150,63010,2019,840,8,1,1160484,1,1,1,0.494525547,"ROSEBORO",8,"EASTERN TEMPERATE FORESTS",2,179,2
"299","63210.2019",299,299,63210,151,151,63010,2019,840,9,8,1190920,0,1,1,0.333696228,"PINETOPS",8,"EASTERN TEMPERATE FORESTS",2,178,7
"300","63212.2019",300,300,63212,152,152,63010,2019,840,9,12,1090981,0,1,1,0.426390098,"COKESBURY",8,"EASTERN TEMPERATE FORESTS",2,178,7
"301","63224.2019",301,301,63224,153,153,63010,2019,840,7,12,1000114,0,1,1,0.343685967,"DORTCHES",8,"EASTERN TEMPERATE FORESTS",2,176.5,7
"302","63225.2019",302,302,63225,154,154,88023,2019,840,6,3,1160430,0,1,1,0.676887347,"DURHAM",8,"EASTERN TEMPERATE FORESTS",2,175,3
"303","63225.2019",303,303,63225,155,155,88025,2019,840,6,3,1160430,0,1,1,0.676887347,"DURHAM",8,"EASTERN TEMPERATE FORESTS",2,175,3
"304","63225.2019",304,304,63225,156,156,88049,2019,840,6,3,1160430,0,1,1,0.676887347,"DURHAM",8,"EASTERN TEMPERATE FORESTS",2,175,3
"305","63225.2019",305,305,63225,157,157,88028,2019,840,6,3,1160430,0,1,1,0.676887347,"DURHAM",8,"EASTERN TEMPERATE FORESTS",2,175,3
"306","63233.2019",306,306,63233,158,158,63010,2019,840,9,5,1160430,0,1,1,0.524130517,"ASHLAND",8,"EASTERN TEMPERATE FORESTS",2,179,5
"307","63233.2019",307,307,63233,159,159,88025,2019,840,9,5,1160430,0,1,1,0.524130517,"ASHLAND",8,"EASTERN TEMPERATE FORESTS",2,179,5
"308","63233.2019",308,308,63233,160,160,88028,2019,840,9,5,1160430,0,1,1,0.524130517,"ASHLAND",8,"EASTERN TEMPERATE FORESTS",2,179,5
"309","63233.2019",309,309,63233,161,161,88049,2019,840,9,5,1160430,0,1,1,0.524130517,"ASHLAND",8,"EASTERN TEMPERATE FORESTS",2,179,5
"310","63900.2019",310,310,63900,162,162,63010,2019,840,9,4,1151089,0,0,1,0.438868206,"RAEFORD",8,"EASTERN TEMPERATE FORESTS",2,176,3
"311","80003.2019",311,311,80003,163,163,27032,2019,840,3,1,1190274,1,1,1,0.652981768,"HARDEEVILLE",8,"EASTERN TEMPERATE FORESTS",2,179.25,2
"312","80003.2019",312,312,80003,164,164,27050,2019,840,3,1,1190274,1,1,1,0.652981768,"HARDEEVILLE",8,"EASTERN TEMPERATE FORESTS",2,179.25,2
"313","80009.2019",313,313,80009,165,165,27031,2019,840,9,4,1160469,0,1,1,0.495162331,"WAGENER",8,"EASTERN TEMPERATE FORESTS",2,177,3
"314","80009.2019",314,314,80009,166,166,27032,2019,840,9,4,1160469,0,1,1,0.495162331,"WAGENER",8,"EASTERN TEMPERATE FORESTS",2,177,3
"315","80015.2019",315,315,80015,167,167,27032,2019,840,5,2,1040703,0,1,1,0.519222476,"SALEM XRD",8,"EASTERN TEMPERATE FORESTS",2,179,5
"316","80015.2019",316,316,80015,168,168,27031,2019,840,5,2,1040703,0,1,1,0.519222476,"SALEM XRD",8,"EASTERN TEMPERATE FORESTS",2,179,5
"317","80018.2019",317,317,80018,169,169,27032,2019,840,6,3,980288,1,1,1,0.619879916,"BARTON CREEK",8,"EASTERN TEMPERATE FORESTS",2,159.5,3
"318","80018.2019",318,318,80018,170,170,27031,2019,840,6,3,980288,1,1,1,0.619879916,"BARTON CREEK",8,"EASTERN TEMPERATE FORESTS",2,159.5,3
"319","80021.2019",319,319,80021,171,171,27050,2019,840,5,6,1020215,0,1,1,0.543028706,"PLUM BRANCH",8,"EASTERN TEMPERATE FORESTS",2,179.5,5
"320","80021.2019",320,320,80021,172,172,27031,2019,840,5,6,1020215,0,1,1,0.543028706,"PLUM BRANCH",8,"EASTERN TEMPERATE FORESTS",2,179.5,5
"321","80021.2019",321,321,80021,173,173,27032,2019,840,5,6,1020215,0,1,1,0.543028706,"PLUM BRANCH",8,"EASTERN TEMPERATE FORESTS",2,179.5,5
"322","82003.2019",322,322,82003,174,174,82015,2019,840,7,2,1160209,0,1,1,0.426903785,"MOSCOW",8,"EASTERN TEMPERATE FORESTS",2,184,3
"323","82006.2019",323,323,82006,175,175,82015,2019,840,7,12,1120368,0,1,1,0.429035236,"WHITEVILLE",8,"EASTERN TEMPERATE FORESTS",2,183,8
"324","82007.2019",324,324,82007,176,176,82015,2019,840,2,3,1160495,3,1,2,0.662134089,"BIG SANDY",8,"EASTERN TEMPERATE FORESTS",2,182,6
"325","82008.2019",325,325,82008,177,177,82015,2019,840,5,5,1040612,0,1,1,0.572959107,"MANSFIELD",8,"EASTERN TEMPERATE FORESTS",2,181,7
"326","82009.2019",326,326,82009,178,178,82015,2019,840,8,6,1040612,0,1,1,0.530533158,"SWEETLIPS",8,"EASTERN TEMPERATE FORESTS",2,181,6
"327","82010.2019",327,327,82010,179,179,82015,2019,840,5,0,1000484,1,1,1,0.544499382,"SILERTON",8,"EASTERN TEMPERATE FORESTS",2,181.6666667,4
"328","82015.2000",328,328,82015,407,149,82015,2000,840,4,1,1150440,0,1,1,0.707665505,"COLLINWOOD",8,"EASTERN TEMPERATE FORESTS",1,182,2
"329","82015.2001",329,329,82015,408,150,82015,2001,840,6,7,1150440,0,1,1,0.659898638,"COLLINWOOD",8,"EASTERN TEMPERATE FORESTS",1,182,3
