"","Transect","RouteNumber","Year","CountryNum","Richness"
"9464","25022.2002",25022,2002,840,18
"9465","25022.2003",25022,2003,840,14
"9466","25022.2004",25022,2004,840,21
"9467","25022.2005",25022,2005,840,19
"9468","25022.2006",25022,2006,840,16
"9469","25022.2007",25022,2007,840,24
"9470","25022.2008",25022,2008,840,27
"9471","25022.2009",25022,2009,840,19
"9472","25022.2010",25022,2010,840,20
"9473","25022.2011",25022,2011,840,18
"9474","25022.2012",25022,2012,840,14
"9475","25022.2013",25022,2013,840,10
"9476","25022.2014",25022,2014,840,6
"9477","25022.2015",25022,2015,840,7
"9478","25022.2016",25022,2016,840,28
"9479","25022.2017",25022,2017,840,19
"9480","25022.2018",25022,2018,840,16
"9481","25022.2019",25022,2019,840,26
"9482","25023.1997",25023,1997,840,31
"9483","25023.1998",25023,1998,840,26
"9484","25023.1999",25023,1999,840,38
"9485","25023.2000",25023,2000,840,29
"9486","25023.2001",25023,2001,840,24
"9487","25023.2002",25023,2002,840,21
"9488","25023.2003",25023,2003,840,27
"9489","25023.2004",25023,2004,840,27
"9490","25023.2005",25023,2005,840,28
"9491","25023.2006",25023,2006,840,32
"9492","25023.2007",25023,2007,840,28
"9493","25023.2010",25023,2010,840,36
"9494","25023.2011",25023,2011,840,39
"9495","25024.1997",25024,1997,840,47
"9496","25024.1998",25024,1998,840,38
"9497","25024.2000",25024,2000,840,39
"9498","25024.2001",25024,2001,840,49
"9499","25024.2002",25024,2002,840,40
"9500","25024.2003",25024,2003,840,40
"9501","25024.2004",25024,2004,840,24
"9502","25024.2005",25024,2005,840,26
"9503","25024.2006",25024,2006,840,19
"9504","25024.2007",25024,2007,840,10
"9505","25024.2008",25024,2008,840,22
"9506","25024.2009",25024,2009,840,15
"9507","25024.2010",25024,2010,840,10
"9508","25024.2011",25024,2011,840,17
"9509","25024.2012",25024,2012,840,19
"9510","25024.2013",25024,2013,840,21
"9511","25024.2014",25024,2014,840,15
"9512","25024.2015",25024,2015,840,6
"9513","25024.2016",25024,2016,840,14
"9514","25024.2018",25024,2018,840,16
"9515","25025.1997",25025,1997,840,36
"9516","25025.1998",25025,1998,840,29
"9517","25025.1999",25025,1999,840,33
"9518","25025.2000",25025,2000,840,34
"9519","25025.2001",25025,2001,840,36
"9520","25025.2002",25025,2002,840,31
"9521","25025.2003",25025,2003,840,24
"9522","25025.2004",25025,2004,840,26
"9523","25025.2005",25025,2005,840,32
"9524","25025.2006",25025,2006,840,15
"9525","25025.2007",25025,2007,840,9
"9526","25025.2008",25025,2008,840,19
"9527","25025.2009",25025,2009,840,17
"9528","25025.2010",25025,2010,840,17
"9529","25025.2011",25025,2011,840,20
"9530","25025.2012",25025,2012,840,11
"9531","25025.2013",25025,2013,840,13
"9532","25025.2014",25025,2014,840,19
"9533","25025.2015",25025,2015,840,27
"9534","25025.2016",25025,2016,840,26
"9535","25025.2018",25025,2018,840,26
"9536","25025.2019",25025,2019,840,33
"9537","25026.1997",25026,1997,840,19
"9538","25026.1998",25026,1998,840,14
"9539","25026.1999",25026,1999,840,28
"9540","25026.2000",25026,2000,840,28
"9541","25026.2001",25026,2001,840,29
"9542","25026.2002",25026,2002,840,37
"9543","25026.2003",25026,2003,840,26
"9544","25026.2004",25026,2004,840,28
"9545","25026.2005",25026,2005,840,30
"9546","25026.2006",25026,2006,840,29
"9547","25026.2007",25026,2007,840,27
"9548","25026.2008",25026,2008,840,38
"9549","25026.2009",25026,2009,840,29
"9550","25026.2010",25026,2010,840,23
"9551","25026.2019",25026,2019,840,17
"9552","25027.1997",25027,1997,840,27
"9553","25027.1998",25027,1998,840,17
"9554","25027.1999",25027,1999,840,34
"9555","25027.2000",25027,2000,840,31
"9556","25027.2001",25027,2001,840,17
"9557","25027.2002",25027,2002,840,33
"9558","25027.2003",25027,2003,840,25
"9559","25027.2004",25027,2004,840,28
"9560","25027.2005",25027,2005,840,23
"9561","25027.2006",25027,2006,840,21
"9562","25027.2007",25027,2007,840,23
"9563","25027.2008",25027,2008,840,24
"9564","25027.2009",25027,2009,840,23
"9565","25027.2010",25027,2010,840,29
"9566","25027.2011",25027,2011,840,15
"9567","25027.2012",25027,2012,840,19
"9568","25027.2013",25027,2013,840,25
"9569","25027.2014",25027,2014,840,19
"9570","25027.2015",25027,2015,840,26
"9571","25027.2016",25027,2016,840,31
"9572","25027.2017",25027,2017,840,35
"9573","25027.2018",25027,2018,840,24
"9574","25027.2019",25027,2019,840,30
"9575","25028.1999",25028,1999,840,48
"9576","25028.2000",25028,2000,840,50
"9577","25028.2001",25028,2001,840,46
"9578","25028.2002",25028,2002,840,58
"9579","25028.2003",25028,2003,840,53
"9580","25028.2004",25028,2004,840,49
"9581","25028.2005",25028,2005,840,54
"9582","25028.2006",25028,2006,840,38
"9583","25028.2007",25028,2007,840,58
"9584","25028.2008",25028,2008,840,61
"9585","25028.2009",25028,2009,840,42
"9586","25028.2010",25028,2010,840,27
"9587","25028.2011",25028,2011,840,38
"9588","25028.2012",25028,2012,840,35
"9589","25028.2013",25028,2013,840,43
"9590","25028.2014",25028,2014,840,43
"9591","25028.2015",25028,2015,840,29
"9592","25028.2016",25028,2016,840,46
"9593","25028.2017",25028,2017,840,47
"9594","25028.2018",25028,2018,840,41
"9595","25028.2019",25028,2019,840,45
"9596","25030.1997",25030,1997,840,25
"9597","25030.1998",25030,1998,840,15
"9598","25030.2000",25030,2000,840,18
"9599","25030.2002",25030,2002,840,37
"9600","25030.2003",25030,2003,840,33
"9601","25030.2004",25030,2004,840,35
"9602","25030.2005",25030,2005,840,38
"9603","25030.2006",25030,2006,840,32
"9604","25030.2007",25030,2007,840,33
"9605","25030.2008",25030,2008,840,33
"9606","25030.2009",25030,2009,840,40
"9607","25030.2010",25030,2010,840,35
"9608","25030.2012",25030,2012,840,37
"9609","25030.2013",25030,2013,840,42
"9610","25030.2016",25030,2016,840,47
"9611","25030.2018",25030,2018,840,45
"9612","25030.2019",25030,2019,840,50
"9613","25031.1997",25031,1997,840,13
"9614","25031.1998",25031,1998,840,22
"9615","25031.1999",25031,1999,840,23
"9616","25031.2000",25031,2000,840,26
"9617","25031.2001",25031,2001,840,28
"9618","25031.2002",25031,2002,840,23
"9619","25031.2003",25031,2003,840,21
"9620","25031.2004",25031,2004,840,19
"9621","25031.2005",25031,2005,840,22
"9622","25031.2006",25031,2006,840,21
"9623","25031.2007",25031,2007,840,20
"9624","25031.2008",25031,2008,840,11
"9625","25031.2009",25031,2009,840,10
"9626","25031.2010",25031,2010,840,3
"9627","25031.2011",25031,2011,840,13
"9628","25031.2012",25031,2012,840,2
"9629","25031.2013",25031,2013,840,14
"9630","25031.2014",25031,2014,840,9
"9631","25031.2015",25031,2015,840,5
"9632","25031.2016",25031,2016,840,5
"9633","25031.2017",25031,2017,840,1
"9634","25036.2002",25036,2002,840,10
"9635","25036.2003",25036,2003,840,8
"9636","25036.2004",25036,2004,840,19
"9637","25037.1997",25037,1997,840,24
"9638","25037.1998",25037,1998,840,13
"9639","25037.1999",25037,1999,840,23
"9640","25037.2000",25037,2000,840,24
"9641","25037.2001",25037,2001,840,29
"9642","25037.2002",25037,2002,840,33
"9643","25037.2003",25037,2003,840,30
"9644","25037.2004",25037,2004,840,32
"9645","25037.2005",25037,2005,840,22
"9646","25037.2006",25037,2006,840,37
"9647","25037.2007",25037,2007,840,22
"9648","25037.2008",25037,2008,840,19
"9649","25037.2009",25037,2009,840,23
"9650","25037.2010",25037,2010,840,30
"9651","25037.2011",25037,2011,840,17
"9652","25037.2013",25037,2013,840,30
"9653","25037.2014",25037,2014,840,38
"9654","25037.2015",25037,2015,840,43
"9655","25037.2016",25037,2016,840,34
"9656","25037.2018",25037,2018,840,20
"9657","25038.1998",25038,1998,840,8
"9658","25038.2000",25038,2000,840,20
"9659","25038.2006",25038,2006,840,21
"9660","25038.2007",25038,2007,840,11
"9661","25040.1997",25040,1997,840,15
"9662","25040.1998",25040,1998,840,10
"9663","25051.1997",25051,1997,840,10
"9664","25051.1998",25051,1998,840,8
"9665","25051.1999",25051,1999,840,14
"9666","25051.2000",25051,2000,840,9
"9667","25051.2001",25051,2001,840,8
"9668","25051.2002",25051,2002,840,7
"9669","25051.2003",25051,2003,840,7
"9670","25052.1997",25052,1997,840,71
"9671","25052.1998",25052,1998,840,65
"9672","25052.1999",25052,1999,840,69
"9673","25052.2000",25052,2000,840,66
"9674","25052.2001",25052,2001,840,71
"9675","25052.2002",25052,2002,840,71
"9676","25052.2003",25052,2003,840,89
"9677","25052.2004",25052,2004,840,81
"9678","25052.2005",25052,2005,840,86
"9679","25052.2006",25052,2006,840,65
"9680","25052.2007",25052,2007,840,92
"9681","25052.2008",25052,2008,840,88
"9682","25052.2009",25052,2009,840,73
"9683","25052.2010",25052,2010,840,94
"9684","25052.2011",25052,2011,840,97
"9685","25052.2015",25052,2015,840,17
"9686","25052.2016",25052,2016,840,22
"9687","25052.2017",25052,2017,840,30
"9688","25053.1997",25053,1997,840,27
"9689","25053.1998",25053,1998,840,29
"9690","25053.1999",25053,1999,840,28
"9691","25053.2000",25053,2000,840,34
"9692","25053.2001",25053,2001,840,36
"9693","25053.2002",25053,2002,840,28
"9694","25053.2003",25053,2003,840,29
"9695","25053.2004",25053,2004,840,29
"9696","25053.2005",25053,2005,840,19
"9697","25053.2006",25053,2006,840,44
"9698","25053.2008",25053,2008,840,25
"9699","25053.2009",25053,2009,840,24
"9700","25053.2010",25053,2010,840,20
"9701","25053.2011",25053,2011,840,14
"9702","25053.2012",25053,2012,840,19
"9703","25053.2013",25053,2013,840,10
"9704","25053.2014",25053,2014,840,16
"9705","25053.2015",25053,2015,840,17
"9706","25053.2016",25053,2016,840,13
"9707","25053.2017",25053,2017,840,12
"9708","25053.2018",25053,2018,840,14
"9709","25053.2019",25053,2019,840,17
"9710","25054.1997",25054,1997,840,19
"9711","25054.1998",25054,1998,840,13
"9712","25054.1999",25054,1999,840,15
"9713","25054.2000",25054,2000,840,17
"9714","25054.2001",25054,2001,840,10
"9715","25054.2002",25054,2002,840,43
"9716","25054.2009",25054,2009,840,56
"9717","25054.2010",25054,2010,840,49
"9718","25054.2011",25054,2011,840,46
"9719","25054.2012",25054,2012,840,37
"9720","25054.2013",25054,2013,840,32
"9721","25054.2014",25054,2014,840,43
"9722","25054.2015",25054,2015,840,48
"9723","25054.2016",25054,2016,840,47
"9724","25054.2017",25054,2017,840,53
"9725","25054.2018",25054,2018,840,48
"9726","25054.2019",25054,2019,840,43
"9727","25055.1997",25055,1997,840,18
"9728","25055.1999",25055,1999,840,21
"9729","25055.2000",25055,2000,840,24
"9730","25055.2001",25055,2001,840,28
"9731","25055.2007",25055,2007,840,75
"9732","25055.2008",25055,2008,840,105
"9733","25055.2009",25055,2009,840,53
"9734","25055.2010",25055,2010,840,80
"9735","25055.2011",25055,2011,840,101
"9736","25055.2014",25055,2014,840,28
"9737","25055.2015",25055,2015,840,29
"9738","25055.2016",25055,2016,840,14
"9739","25055.2017",25055,2017,840,49
"9740","25055.2018",25055,2018,840,44
"9741","25055.2019",25055,2019,840,52
"9742","25056.1996",25056,1996,840,61
"9743","25056.1998",25056,1998,840,38
"9744","25056.1999",25056,1999,840,60
"9745","25056.2000",25056,2000,840,63
"9746","25056.2001",25056,2001,840,50
"9747","25056.2002",25056,2002,840,52
"9748","25056.2004",25056,2004,840,47
"9749","25056.2005",25056,2005,840,47
"9750","25056.2008",25056,2008,840,48
"9751","25056.2009",25056,2009,840,54
"9752","25056.2010",25056,2010,840,44
"9753","25056.2011",25056,2011,840,63
"9754","25056.2012",25056,2012,840,43
"9755","25056.2013",25056,2013,840,59
"9756","25056.2014",25056,2014,840,42
"9757","25056.2015",25056,2015,840,49
"9758","25056.2016",25056,2016,840,68
"9759","25056.2017",25056,2017,840,54
"9760","25056.2018",25056,2018,840,55
"9761","25056.2019",25056,2019,840,39
"9762","25057.1997",25057,1997,840,37
"9763","25057.1998",25057,1998,840,35
"9764","25057.1999",25057,1999,840,36
"9765","25057.2000",25057,2000,840,42
"9766","25057.2001",25057,2001,840,54
"9767","25057.2002",25057,2002,840,29
"9768","25057.2003",25057,2003,840,32
"9769","25057.2006",25057,2006,840,25
"9770","25057.2007",25057,2007,840,31
"9771","25057.2008",25057,2008,840,13
"9772","25057.2009",25057,2009,840,36
"9773","25057.2010",25057,2010,840,23
"9774","25057.2011",25057,2011,840,31
"9775","25057.2013",25057,2013,840,35
"9776","25057.2014",25057,2014,840,29
"9777","25057.2015",25057,2015,840,26
"9778","25057.2016",25057,2016,840,34
"9779","25057.2017",25057,2017,840,23
"9780","25057.2018",25057,2018,840,25
"9781","25057.2019",25057,2019,840,14
"9782","25058.1997",25058,1997,840,51
"9783","25058.1998",25058,1998,840,43
"9784","25058.1999",25058,1999,840,37
"9785","25058.2000",25058,2000,840,41
"9786","25058.2001",25058,2001,840,40
"9787","25058.2002",25058,2002,840,40
"9788","25058.2009",25058,2009,840,47
"9789","25058.2011",25058,2011,840,33
"9790","25058.2017",25058,2017,840,66
"9791","25058.2018",25058,2018,840,53
"9792","25058.2019",25058,2019,840,53
"9793","25059.1997",25059,1997,840,51
"9794","25059.1998",25059,1998,840,51
"9795","25059.1999",25059,1999,840,44
"9796","25059.2000",25059,2000,840,46
"9797","25059.2001",25059,2001,840,42
"9798","25059.2002",25059,2002,840,43
"9799","25059.2003",25059,2003,840,37
"9800","25059.2007",25059,2007,840,45
"9801","25059.2008",25059,2008,840,45
"9802","25059.2009",25059,2009,840,42
"9803","25060.1999",25060,1999,840,22
"9804","25060.2001",25060,2001,840,6
"9805","25060.2002",25060,2002,840,38
"9806","25060.2003",25060,2003,840,33
"9807","25060.2004",25060,2004,840,34
"9808","25060.2005",25060,2005,840,29
"9809","25060.2006",25060,2006,840,24
"9810","25060.2007",25060,2007,840,29
"9811","25060.2011",25060,2011,840,39
"9812","25060.2012",25060,2012,840,36
"9813","25060.2013",25060,2013,840,44
"9814","25060.2014",25060,2014,840,25
"9815","25060.2015",25060,2015,840,36
"9816","25060.2016",25060,2016,840,35
"9817","25060.2017",25060,2017,840,35
"9818","25060.2018",25060,2018,840,37
"9819","25061.1997",25061,1997,840,63
"9820","25061.1998",25061,1998,840,66
"9821","25061.1999",25061,1999,840,47
"9822","25061.2000",25061,2000,840,52
"9823","25061.2001",25061,2001,840,52
"9824","25061.2002",25061,2002,840,42
"9825","25061.2009",25061,2009,840,45
"9826","25061.2010",25061,2010,840,60
"9827","25061.2011",25061,2011,840,51
"9828","25061.2012",25061,2012,840,42
"9829","25061.2013",25061,2013,840,57
"9830","25061.2014",25061,2014,840,42
"9831","25061.2015",25061,2015,840,52
"9832","25061.2016",25061,2016,840,49
"9833","25061.2017",25061,2017,840,54
"9834","25061.2018",25061,2018,840,50
"9835","25061.2019",25061,2019,840,65
"9836","25062.1997",25062,1997,840,25
"9837","25062.1998",25062,1998,840,26
"9838","25062.1999",25062,1999,840,30
"9839","25062.2000",25062,2000,840,33
"9840","25062.2001",25062,2001,840,39
"9841","25062.2002",25062,2002,840,29
"9842","25062.2003",25062,2003,840,42
"9843","25062.2004",25062,2004,840,37
"9844","25062.2005",25062,2005,840,31
"9845","25062.2006",25062,2006,840,21
"9846","25062.2007",25062,2007,840,25
"9847","25062.2008",25062,2008,840,26
"9848","25062.2009",25062,2009,840,35
"9849","25062.2010",25062,2010,840,22
"9850","25062.2011",25062,2011,840,36
"9851","25062.2012",25062,2012,840,34
"9852","25062.2013",25062,2013,840,25
"9853","25062.2014",25062,2014,840,27
"9854","25062.2015",25062,2015,840,35
"9855","25062.2016",25062,2016,840,39
"9856","25062.2017",25062,2017,840,35
"9857","25062.2018",25062,2018,840,31
"9858","25062.2019",25062,2019,840,31
"9859","25063.1998",25063,1998,840,30
"9860","25063.2000",25063,2000,840,45
"9861","25063.2001",25063,2001,840,56
"9862","25063.2002",25063,2002,840,43
"9863","25063.2003",25063,2003,840,54
"9864","25063.2004",25063,2004,840,34
"9865","25063.2005",25063,2005,840,19
"9866","25063.2006",25063,2006,840,25
"9867","25063.2007",25063,2007,840,27
"9868","25063.2008",25063,2008,840,38
"9869","25063.2009",25063,2009,840,19
"9870","25063.2010",25063,2010,840,36
"9871","25063.2011",25063,2011,840,21
"9872","25063.2012",25063,2012,840,16
"9873","25063.2013",25063,2013,840,21
"9874","25063.2014",25063,2014,840,37
"9875","25063.2017",25063,2017,840,42
"9876","25063.2018",25063,2018,840,44
"9877","25063.2019",25063,2019,840,38
"9878","25064.2001",25064,2001,840,30
"9879","25064.2002",25064,2002,840,54
"9880","25064.2003",25064,2003,840,33
"9881","25064.2004",25064,2004,840,40
"9882","25064.2005",25064,2005,840,27
"9883","25064.2006",25064,2006,840,25
"9884","25064.2007",25064,2007,840,40
"9885","25064.2008",25064,2008,840,33
"9886","25064.2009",25064,2009,840,31
"9887","25064.2010",25064,2010,840,12
"9888","25064.2011",25064,2011,840,12
"9889","25064.2012",25064,2012,840,7
"9890","25064.2013",25064,2013,840,11
"9891","25064.2015",25064,2015,840,15
"9892","25064.2016",25064,2016,840,20
"9893","25064.2019",25064,2019,840,24
"9894","25065.1997",25065,1997,840,17
"9895","25065.1998",25065,1998,840,11
"9896","25065.1999",25065,1999,840,12
"9897","25066.1997",25066,1997,840,40
"9898","25066.1998",25066,1998,840,38
"9899","25066.1999",25066,1999,840,31
"9900","25066.2000",25066,2000,840,41
"9901","25066.2001",25066,2001,840,39
"9902","25066.2002",25066,2002,840,33
"9903","25066.2003",25066,2003,840,22
"9904","25066.2004",25066,2004,840,38
"9905","25066.2005",25066,2005,840,41
"9906","25066.2006",25066,2006,840,41
"9907","25066.2007",25066,2007,840,39
"9908","25066.2008",25066,2008,840,33
"9909","25066.2009",25066,2009,840,30
"9910","25066.2010",25066,2010,840,29
"9911","25066.2011",25066,2011,840,42
"9912","25066.2012",25066,2012,840,38
"9913","25066.2013",25066,2013,840,41
"9914","25066.2014",25066,2014,840,38
"9915","25066.2015",25066,2015,840,50
"9916","25066.2016",25066,2016,840,40
"9917","25066.2017",25066,2017,840,28
"9918","25066.2018",25066,2018,840,25
"9919","25066.2019",25066,2019,840,34
"9920","25067.1997",25067,1997,840,26
"9921","25067.1998",25067,1998,840,27
"9922","25067.1999",25067,1999,840,34
"9923","25067.2000",25067,2000,840,24
"9924","25067.2001",25067,2001,840,22
"9925","25067.2002",25067,2002,840,17
"9926","25067.2003",25067,2003,840,23
"9927","25067.2004",25067,2004,840,17
"9928","25067.2005",25067,2005,840,16
"9929","25067.2006",25067,2006,840,35
"9930","25067.2007",25067,2007,840,27
"9931","25067.2008",25067,2008,840,31
"9932","25067.2009",25067,2009,840,27
"9933","25067.2010",25067,2010,840,39
"9934","25067.2011",25067,2011,840,35
"9935","25067.2012",25067,2012,840,42
"9936","25067.2013",25067,2013,840,39
"9937","25067.2014",25067,2014,840,35
"9938","25067.2015",25067,2015,840,24
"9939","25067.2016",25067,2016,840,38
"9940","25067.2017",25067,2017,840,33
"9941","25067.2018",25067,2018,840,30
"9942","25068.1997",25068,1997,840,18
"9943","25068.2003",25068,2003,840,15
"9944","25068.2004",25068,2004,840,15
"9945","25068.2005",25068,2005,840,16
"9946","25068.2006",25068,2006,840,13
"9947","25068.2007",25068,2007,840,18
"9948","25068.2008",25068,2008,840,10
"9949","25068.2009",25068,2009,840,16
"9950","25068.2010",25068,2010,840,16
"9951","25068.2011",25068,2011,840,32
"9952","25068.2012",25068,2012,840,31
"9953","25068.2013",25068,2013,840,31
"9954","25068.2014",25068,2014,840,31
"9955","25068.2016",25068,2016,840,23
"9956","25068.2017",25068,2017,840,21
"9957","25068.2018",25068,2018,840,35
"9958","25068.2019",25068,2019,840,25
"9959","25069.1999",25069,1999,840,12
"9960","25069.2001",25069,2001,840,7
"9961","25069.2002",25069,2002,840,14
"9962","25069.2003",25069,2003,840,16
"9963","25069.2004",25069,2004,840,8
"9964","25069.2005",25069,2005,840,6
"9965","25069.2006",25069,2006,840,15
"9966","25069.2007",25069,2007,840,4
"9967","25069.2008",25069,2008,840,11
"9968","25069.2009",25069,2009,840,11
"9969","25069.2010",25069,2010,840,9
"9970","25069.2011",25069,2011,840,13
"9971","25069.2012",25069,2012,840,7
"9972","25069.2013",25069,2013,840,9
"9973","25069.2014",25069,2014,840,8
"9974","25069.2015",25069,2015,840,8
"9975","25069.2016",25069,2016,840,15
"9976","25069.2017",25069,2017,840,9
"9977","25069.2018",25069,2018,840,10
"9978","25069.2019",25069,2019,840,6
"9979","25070.1997",25070,1997,840,27
"9980","25070.1998",25070,1998,840,21
"9981","25070.1999",25070,1999,840,23
"9982","25070.2000",25070,2000,840,23
"9983","25070.2001",25070,2001,840,19
"9984","25070.2002",25070,2002,840,30
"9985","25070.2003",25070,2003,840,6
"9986","25070.2005",25070,2005,840,11
"9987","25070.2006",25070,2006,840,11
"9988","25070.2007",25070,2007,840,10
"9989","25070.2008",25070,2008,840,11
"9990","25070.2009",25070,2009,840,9
"9991","25071.1997",25071,1997,840,27
"9992","25071.1998",25071,1998,840,30
"9993","25071.1999",25071,1999,840,26
"9994","25071.2000",25071,2000,840,24
"9995","25071.2001",25071,2001,840,22
"9996","25071.2002",25071,2002,840,23
"9997","25071.2003",25071,2003,840,20
"9998","25071.2004",25071,2004,840,13
"9999","25071.2006",25071,2006,840,25
"10000","25071.2007",25071,2007,840,24
"10001","25071.2008",25071,2008,840,28
"10002","25071.2011",25071,2011,840,12
"10003","25071.2014",25071,2014,840,5
"10004","25071.2015",25071,2015,840,7
"10005","25072.1997",25072,1997,840,46
"10006","25072.1998",25072,1998,840,35
"10007","25072.1999",25072,1999,840,48
"10008","25073.1997",25073,1997,840,36
"10009","25073.1998",25073,1998,840,27
"10010","25073.1999",25073,1999,840,27
"10011","25073.2000",25073,2000,840,37
"10012","25073.2001",25073,2001,840,33
"10013","25073.2002",25073,2002,840,35
"10014","25073.2003",25073,2003,840,27
"10015","25073.2004",25073,2004,840,34
"10016","25073.2005",25073,2005,840,32
"10017","25073.2006",25073,2006,840,33
"10018","25073.2007",25073,2007,840,32
"10019","25073.2008",25073,2008,840,40
"10020","25073.2009",25073,2009,840,34
"10021","25073.2010",25073,2010,840,20
"10022","25073.2011",25073,2011,840,28
"10023","25073.2012",25073,2012,840,25
"10024","25073.2013",25073,2013,840,26
"10025","25073.2014",25073,2014,840,20
"10026","25073.2015",25073,2015,840,28
"10027","25073.2016",25073,2016,840,22
"10028","25073.2017",25073,2017,840,31
"10029","25073.2018",25073,2018,840,23
"10030","25073.2019",25073,2019,840,26
"10031","25074.1997",25074,1997,840,34
"10032","25074.1998",25074,1998,840,36
"10033","25074.1999",25074,1999,840,40
"10034","25074.2000",25074,2000,840,43
"10035","25074.2001",25074,2001,840,53
"10036","25074.2002",25074,2002,840,49
"10037","25074.2003",25074,2003,840,18
"10038","25074.2004",25074,2004,840,32
"10039","25074.2005",25074,2005,840,29
"10040","25074.2006",25074,2006,840,38
"10041","25074.2007",25074,2007,840,15
"10042","25074.2008",25074,2008,840,11
"10043","25074.2009",25074,2009,840,7
"10044","25074.2010",25074,2010,840,8
"10045","25074.2011",25074,2011,840,8
"10046","25074.2012",25074,2012,840,10
"10047","25074.2013",25074,2013,840,15
"10048","25074.2014",25074,2014,840,18
"10049","25074.2015",25074,2015,840,3
"10050","25074.2016",25074,2016,840,2
"10051","25074.2017",25074,2017,840,5
"10052","25074.2018",25074,2018,840,14
"10053","25074.2019",25074,2019,840,7
"10054","25076.1999",25076,1999,840,0
"10055","25076.2000",25076,2000,840,0
"10056","25076.2001",25076,2001,840,0
"10057","25076.2002",25076,2002,840,1
"10058","25077.1997",25077,1997,840,7
"10059","25077.1999",25077,1999,840,9
"10060","25077.2002",25077,2002,840,9
"10061","25077.2011",25077,2011,840,6
"10062","25077.2016",25077,2016,840,9
"10063","25077.2017",25077,2017,840,6
"10064","25079.1999",25079,1999,840,9
"10065","25079.2000",25079,2000,840,8
"10066","25079.2001",25079,2001,840,4
"10067","25079.2002",25079,2002,840,6
"10068","25079.2003",25079,2003,840,1
"10069","25079.2004",25079,2004,840,1
"10070","25079.2007",25079,2007,840,9
"10071","25079.2009",25079,2009,840,13
"10072","25079.2010",25079,2010,840,7
"10073","25079.2011",25079,2011,840,2
"10074","25079.2012",25079,2012,840,8
"10075","25079.2013",25079,2013,840,12
"10076","25079.2014",25079,2014,840,7
"10077","25079.2015",25079,2015,840,7
"10078","25079.2016",25079,2016,840,6
"10079","25079.2017",25079,2017,840,5
"10080","25079.2018",25079,2018,840,10
"10081","25079.2019",25079,2019,840,6
"10082","25081.1997",25081,1997,840,19
"10083","25081.1998",25081,1998,840,21
"10084","25081.1999",25081,1999,840,20
"10085","25081.2000",25081,2000,840,9
"10086","25081.2001",25081,2001,840,15
"10087","25081.2002",25081,2002,840,6
"10088","25081.2003",25081,2003,840,22
"10089","25081.2004",25081,2004,840,20
"10090","25081.2005",25081,2005,840,25
"10091","25081.2006",25081,2006,840,31
"10092","25081.2007",25081,2007,840,32
"10093","25081.2008",25081,2008,840,25
"10094","25081.2009",25081,2009,840,18
"10095","25081.2010",25081,2010,840,22
"10096","25081.2011",25081,2011,840,27
"10097","25081.2012",25081,2012,840,23
"10098","25081.2013",25081,2013,840,24
"10099","25081.2014",25081,2014,840,28
"10100","25081.2015",25081,2015,840,12
"10101","25081.2016",25081,2016,840,28
"10102","25081.2017",25081,2017,840,27
"10103","25081.2018",25081,2018,840,14
"10104","25081.2019",25081,2019,840,38
"10105","25082.1998",25082,1998,840,27
"10106","25082.2001",25082,2001,840,20
"10107","25082.2002",25082,2002,840,20
"10108","25082.2003",25082,2003,840,25
"10109","25082.2004",25082,2004,840,28
"10110","25082.2005",25082,2005,840,24
"10111","25082.2006",25082,2006,840,16
"10112","25082.2007",25082,2007,840,19
"10113","25082.2008",25082,2008,840,22
"10114","25082.2009",25082,2009,840,17
"10115","25082.2010",25082,2010,840,6
"10116","25082.2013",25082,2013,840,18
"10117","25082.2014",25082,2014,840,12
"10118","25082.2016",25082,2016,840,10
"10119","25082.2017",25082,2017,840,13
"10120","25082.2018",25082,2018,840,23
"10121","25082.2019",25082,2019,840,13
"10122","25084.1999",25084,1999,840,45
"10123","25084.2000",25084,2000,840,48
"10124","25084.2001",25084,2001,840,43
"10125","25084.2002",25084,2002,840,48
"10126","25084.2003",25084,2003,840,34
"10127","25084.2004",25084,2004,840,39
"10128","25084.2005",25084,2005,840,26
"10129","25084.2006",25084,2006,840,43
"10130","25084.2007",25084,2007,840,40
"10131","25084.2008",25084,2008,840,36
"10132","25084.2009",25084,2009,840,27
"10133","25084.2010",25084,2010,840,32
"10134","25084.2011",25084,2011,840,36
"10135","25084.2012",25084,2012,840,39
"10136","25084.2013",25084,2013,840,52
"10137","25084.2014",25084,2014,840,60
"10138","25084.2015",25084,2015,840,59
"10139","25084.2019",25084,2019,840,23
"10140","25085.1997",25085,1997,840,23
"10141","25085.1998",25085,1998,840,25
"10142","25085.1999",25085,1999,840,30
"10143","25085.2003",25085,2003,840,19
"10144","25085.2004",25085,2004,840,20
"10145","25085.2005",25085,2005,840,17
"10146","25085.2006",25085,2006,840,21
"10147","25085.2007",25085,2007,840,11
"10148","25085.2008",25085,2008,840,19
"10149","25085.2009",25085,2009,840,22
"10150","25085.2010",25085,2010,840,44
"10151","25085.2011",25085,2011,840,50
"10152","25085.2012",25085,2012,840,28
"10153","25085.2013",25085,2013,840,18
"10154","25085.2014",25085,2014,840,16
"10155","25085.2015",25085,2015,840,23
"10156","25085.2016",25085,2016,840,25
"10157","25085.2017",25085,2017,840,28
"10158","25085.2018",25085,2018,840,26
"10159","25085.2019",25085,2019,840,17
"10160","25086.1997",25086,1997,840,21
"10161","25086.1998",25086,1998,840,24
